Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
Data Analyst,3.5,Potomac Management,"Hagerstown, MD",1976,Nonprofit Organization,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,114.0
Data Engineer,2.9,American Specialty Health Incorporated,"Carmel, IN",1987,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"RedBrick Health, Tivity Health",0,San Diego, CA,114.0
Data Engineer,3.5,Dexcom,"San Diego, CA",1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Medtronic, Roche",0,San Diego, CA,114.0
Data Scientist,3.8,ByteDance,"Beijing, China",2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,San Diego, CA,114.0
DIRECTOR,3.2835763622409817,Mirati Therapeutics Inc,"San Diego, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,114.0
Data Analyst,3.6,University of California - San Diego Medical Centers,"San Diego, CA",1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",0,San Diego, CA,114.0
Data Scientist,4.3,Neurocrine Biosciences,"San Diego, CA",1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,114.0
Data Engineer,4.6,Housecall Pro,"San Diego, CA",2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,San Diego, CA,114.0
Data Scientist,2.9,Samsung Electronics America,"Ridgefield Park, NJ",1938,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,San Diego, CA,101.5
Consultant,4.5,Rose International,"Chesterfield, MO",1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,San Diego, CA,101.5
Data Analyst,4.0,"BD (Becton, Dickinson and Company)",unknown city,1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Scientist,3.2835763622409817,Mirati Therapeutics Inc,"San Diego, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
IS DATA ARCHITECT,2.6,Quidel Corporation,"San Diego, CA",1979,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,San Diego, CA,101.5
Data Scientist,4.9,BioPhase Solutions,"San Diego, CA",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,La Jolla, CA,101.5
Data Engineer,4.2,University of California,"Oakland, CA",1868,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1,0,San Diego, CA,101.5
Data Scientist,4.9,BioPhase Solutions,"San Diego, CA",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,San Diego, CA,101.5
Data Engineer,3.8,VLink Inc.,"South Windsor, CT",2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,San Diego, CA,101.5
Data Scientist,4.2,Wood PLC,unknown city,1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Scientist,3.2835763622409817,"DTx Pharma, Inc",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,101.5
Data Scientist,3.2835763622409817,Advanced Sciences and Technologies (AS&T),unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,101.5
Data Scientist,3.4,Kelly,"Troy, MI",1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",0,San Diego, CA,101.5
Consultant,3.1,"1798, LLC","La Jolla, CA",1976,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,0,La Jolla, CA,101.5
Data Analyst,4.0,"BD (Becton, Dickinson and Company)",unknown city,1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Engineer,3.7,"PRIMUS Global Services, Inc","Irving, TX",2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,San Diego, CA,101.5
Data Analyst,5.0,"Staffigo Technical Services, LLC","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,San Diego, CA,101.5
Data Scientist,4.9,BioPhase Solutions,"San Diego, CA",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,San Diego, CA,101.5
Data Analyst,4.1,"Verity, A HealthStream Company","Boulder, CO",1985,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Scientist,4.1,Poseida Therapeutics,"San Diego, CA",2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Analyst,4.2,Web Shop Manager,"San Diego, CA",2000,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,San Diego, CA,101.5
DATA ARCHITECT ,3.2835763622409817,AbleForce,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,101.5
Data Scientist,4.3,Neurocrine Biosciences,"San Diego, CA",1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,101.5
Data Scientist,3.2835763622409817,Element Biosciences,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
DATA ARCHITECT ,3.2835763622409817,"AbleForce, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,101.5
Data Scientist,4.1,Poseida Therapeutics,"San Diego, CA",2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Scientist,4.1,PSI Pax,"California, MD",2005,Contract,IT Services,Information Technology,$10 to $25 million (USD),-1,0,San Diego, CA,101.5
Data Engineer,3.5,Dexcom,"San Diego, CA",1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Medtronic, Roche",0,San Diego, CA,101.5
Data Analyst,2.3,Interpreta,"San Diego, CA",1976,Company - Private,-1,Unknown,$10 to $25 million (USD),-1,0,San Diego, CA,101.5
Data Engineer,4.3,UC San Diego,"La Jolla, CA",1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,San Diego, CA,101.5
Data Scientist,5.0,Vividion Therapeutics,"San Diego, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,162.5
Data Scientist,3.7,Takeda,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,San Diego, CA,162.5
Data Scientist,3.8,Wondfo USA,"Willowbrook, IL",1976,Company - Private,-1,Unknown,$1 to $5 million (USD),-1,0,San Diego, CA,162.5
Data Scientist,4.3,Neurocrine Biosciences,"San Diego, CA",1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,162.5
Data Scientist,4.1,Poseida Therapeutics,"San Diego, CA",2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,162.5
RISK ANALYTICS MANAGER,3.4,Axos Bank,"San Diego, CA",2000,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,0,San Diego, CA,162.5
Data Scientist,4.0,J&J Family of Companies,"New Brunswick, NJ",1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Abbott, Novartis, Covidien",0,San Diego, CA,162.5
Data Scientist,3.3,Vertex Pharmaceuticals,"Boston, MA",1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Biogen,0,San Diego, CA,162.5
Data Scientist,4.9,BioPhase Solutions,"San Diego, CA",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,San Diego, CA,162.5
Data Scientist,3.8,AnaptysBio Inc,"San Diego, CA",2005,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,0,San Diego, CA,162.5
Data Scientist,3.3,"AveXis, Inc.","Bannockburn, IL",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,162.5
Data Scientist,4.9,BioPhase Solutions,"San Diego, CA",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1,0,San Diego, CA,162.5
Data Scientist,2.9,Epic Sciences,"San Diego, CA",2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,162.5
Data Scientist,5.0,Vividion Therapeutics,"San Diego, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,112.0
Data Scientist,3.2835763622409817,Element Biosciences,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,112.0
Data Scientist,3.8,Bristol-Myers Squibb,"New York, NY",1858,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,San Diego, CA,112.0
DATA INTEGRATION AND STANDARDIZATION SPECIALIST,4.2,La Jolla Institute for Allergy and Immunology,"La Jolla, CA",1988,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,La Jolla, CA,112.0
Data Scientist,3.7,Takeda,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,San Diego, CA,112.0
Data Scientist,3.2835763622409817,Gossamer Bio,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,112.0
Data Scientist,3.6,BD,"Franklin Lakes, NJ",1897,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"Abbott, Siemens, Baxter",0,San Diego, CA,112.0
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,112.0
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,112.0
Data Scientist,4.0,BroadPharm,"San Diego, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,112.0
Data Scientist,2.9,BioLegend,"San Diego, CA",2002,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"BD, Abcam, Bio-Techne",0,San Diego, CA,112.0
Data Scientist,3.2835763622409817,"BlueNalu, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,112.0
ASSISTANT,4.3,UC San Diego,"La Jolla, CA",1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,San Diego, CA,112.0
Data Scientist,3.7,Takeda,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,San Diego, CA,161.5
Data Scientist,4.2,"Fate Therapeutics, Inc.","San Diego, CA",1976,Company - Public,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,0,San Diego, CA,161.5
Data Analyst,3.5,Russell Tobin & Associates,"New York, NY",2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,0,San Diego, CA,161.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
Data Scientist,3.7,Hologic,"Marlborough, MA",1985,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"GE Healthcare, Illumina, Boston Scientific",0,San Diego, CA,161.5
Data Scientist,3.7,Infotree Service Inc,"Canton, MI",2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,0,San Diego, CA,161.5
Data Scientist,3.2835763622409817,Carma Search,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,161.5
Data Scientist,3.4,Abzena,"Cambridge, United Kingdom",2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,0,San Diego, CA,161.5
ASSISTANT,4.3,UC San Diego,"La Jolla, CA",1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,San Diego, CA,161.5
Data Scientist,4.3,Neurocrine Biosciences,"San Diego, CA",1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,161.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
Data Scientist,3.8,U.S. Navy,"San Diego, CA",1775,Government,Federal Agencies,Government,$2 to $5 billion (USD),-1,0,San Diego, CA,161.5
Data Scientist,3.2835763622409817,Element Biosciences,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,161.5
Data Scientist,3.0,Laboratory Corporation of America,"Burlington, NC",1995,Company - Public,Research & Development,Business Services,$5 to $10 billion (USD),-1,0,San Diego, CA,161.5
Data Scientist,4.2,"Fate Therapeutics, Inc.","San Diego, CA",1976,Company - Public,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,0,San Diego, CA,161.5
Data Scientist,3.2,INVIVOSCRIBE INC,"San Diego, CA",1995,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,0,San Diego, CA,161.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
SR. COMPUTATIONAL BIOLOGIST,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,161.5
Data Scientist,3.2835763622409817,"Locana, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,161.5
MANAGER,2.9,PETCO,"San Diego, CA",1965,Company - Private,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD),"PetSmart, Walmart, Costco Wholesale",0,San Diego, CA,161.5
Data Scientist,4.0,J&J Family of Companies,"New Brunswick, NJ",1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Abbott, Novartis, Covidien",0,San Diego, CA,94.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,94.5
Data Scientist,2.4,NantKwest,"San Diego, CA",2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,94.5
Data Scientist,3.8,Wondfo USA,"Willowbrook, IL",1976,Company - Private,-1,Unknown,$1 to $5 million (USD),-1,0,San Diego, CA,94.5
RESEARCH ASSOCIATE,3.2835763622409817,Element Biosciences,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,94.5
Data Scientist,3.4,Beckman Coulter Life Sciences,"Brea, CA",1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott, Roche, Thermo Fisher Scientific",0,San Diego, CA,94.5
Data Scientist,4.0,"BD (Becton, Dickinson and Company)",unknown city,1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,94.5
ASSISTANT,4.3,UC San Diego,"La Jolla, CA",1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,San Diego, CA,94.5
CLINICAL RESEARCH DATA SPECIALIST II,4.2,University of Southern California,"Los Angeles, CA",1880,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,0,San Diego, CA,94.5
SR. COMPUTATIONAL BIOLOGIST,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,94.5
MANAGER,3.2835763622409817,Element Biosciences,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,94.5
Data Engineer,3.6,Humana,"Louisville, KY",1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,San Diego, CA,94.5
Data Scientist,3.2835763622409817,Level Up Talent,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,94.5
Data Scientist,4.0,"CTI Clinical Trial Services, Inc","Covington, KY",1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Medpace, INC Research, inVentiv Health",0,San Diego, CA,132.0
Data Scientist,3.3,"AveXis, Inc.","Bannockburn, IL",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),-1,0,San Diego, CA,132.0
Data Analyst,2.5,MedImpact,"San Diego, CA",1989,Company - Private,Wholesale,Business Services,$10 to $25 million (USD),-1,0,San Diego, CA,132.0
Data Scientist,2.4,NantKwest,"San Diego, CA",2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
SR. DATA MANAGER (SR. ASSOCIATE),4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,132.0
Data Analyst,3.7,"Sunrise Systems, Inc.","Edison, NJ",1990,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,San Diego, CA,132.0
Data Scientist,4.0,J&J Family of Companies,"New Brunswick, NJ",1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Abbott, Novartis, Covidien",0,San Diego, CA,132.0
Data Scientist,3.2,BioDuro,"San Diego, CA",2005,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,0,San Diego, CA,132.0
COMPUTATIONAL MODELING,3.2835763622409817,"Lassogen, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,San Diego, CA,132.0
COMPUTATIONAL BIOLOGIST,4.2,La Jolla Institute for Allergy and Immunology,"La Jolla, CA",1988,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,La Jolla, CA,132.0
Data Scientist,3.5,Accelrys,"San Diego, CA",1993,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"ID Business Solutions, Tripos LP",0,San Diego, CA,132.0
Data Scientist,4.2,"Fate Therapeutics, Inc.","San Diego, CA",1976,Company - Public,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,0,San Diego, CA,132.0
Data Scientist,3.4,Kelly,"Troy, MI",1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",0,San Diego, CA,132.0
Data Scientist,2.4,NantKwest,"San Diego, CA",2015,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
SR. ,3.2835763622409817,Gossamer Bio,"San Diego, CA",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
Data Scientist,3.5,Arrowhead Pharmaceuticals,"Pasadena, CA",2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
Data Scientist,3.2835763622409817,Mirati Therapeutics Inc,"San Diego, CA",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
ADMINISTRATIVE ASSISTANT ,2.8,Forfeiture Support Associates,"Ashburn, VA",2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,San Diego, CA,132.0
Data Engineer,3.4,Wood,"Aberdeen, United Kingdom",1848,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
DATA SCIENCE PROGRAM COORDINATOR,4.3,UC San Diego,"La Jolla, CA",1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,San Diego, CA,132.0
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,139.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,139.5
Data Scientist,4.2,Fate Therapeutics,"San Diego, CA",1976,Company - Public,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,0,San Diego, CA,139.5
Data Scientist,3.1,Absorption,"Exton, PA",1996,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,San Diego, CA,139.5
Data Scientist,3.1,Ferring Pharmaceuticals,"Saint-Prex, Switzerland",1980,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,San Diego, CA,139.5
Data Scientist,4.1,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,La Jolla, CA,139.5
Data Analyst,4.0,Qualcomm,"San Diego, CA",1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Intel Corporation, MediaTek, Broadcom",0,San Diego, CA,139.5
Data Scientist,3.6,TuSimple,"San Diego, CA",2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,San Diego, CA,139.5
Data Scientist,4.3,Parkland Center for Clinical Innovation,"Dallas, TX",2012,Nonprofit Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,5.0,Cytracom,"Allen, TX",2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"RingCentral, Nextiva, 8x8",0,Allen, TX,62.0
Data Analyst,4.0,"Insight Enterprises, Inc.","Tempe, AZ",1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International",0,Plano, TX,62.0
Data Scientist,4.0,40K INC,"Bengaluru, India",1976,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,3.3,Thrivent,"Minneapolis, MN",1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Northwestern Mutual, State Farm",0,Dallas, TX,62.0
Data Scientist,4.6,Vinli,"Dallas, TX",2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Automatic, Mojio, Verizon Telematics",0,Dallas, TX,62.0
Data Scientist,5.0,HHS Technology Group,"Fort Lauderdale, FL",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,3.3,Lennox International,"Richardson, TX",1895,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Trane, Carrier, Goodman",0,Richardson, TX,62.0
Data Scientist,5.0,PriceSenz,"Irving, TX",1976,Company - Public,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,4.3,"Onica, a Rackspace Company","Los Angeles, CA",2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Cloudreach, CenturyLink, Cloud Technology Partners",0,Dallas, TX,62.0
Data Analyst,3.4,Lidl,"London, United Kingdom",1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),"ALDI, Tesco, Carrefour",0,Arlington, TX,62.0
Data Scientist,5.0,Ateroz,"Plano, TX",1976,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Dallas, TX,62.0
Data Scientist,3.5,CGI,"Montreal, Canada",1976,Company - Public,Consulting,Business Services,$10+ billion (USD),"IBM, Accenture, Booz Allen Hamilton",0,Dallas, TX,62.0
FEDERAL,4.2,Solekai Systems Corp,"San Diego, CA",2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,Dallas, TX,62.0
Data Scientist,3.9,Predictive Research Inc,"Bangalore, India",1976,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,Plano, TX,62.0
Data Scientist,3.6,Kubota Tractor Corporation,"Grapevine, TX",1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,Grapevine, TX,62.0
Data Scientist,3.5,"Six Flags, Inc.","Grand Prairie, TX",1961,Company - Public,"Museums, Zoos & Amusement Parks","Arts, Entertainment & Recreation",$1 to $2 billion (USD),"Cedar Fair, SeaWorld Parks & Entertainment, Herschend Entertainment",0,Grand Prairie, TX,62.0
Data Analyst,4.0,"Insight Enterprises, Inc.","Tempe, AZ",1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International",0,Plano, TX,62.0
Data Scientist,4.0,Kairos Technologies,"Irving, TX",2003,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,Irving, TX,62.0
Data Scientist,3.1,Infosys,"Bengaluru, India",1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,Richardson, TX,62.0
Consultant,4.6,SEI,"Cincinnati, OH",1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,Dallas, TX,62.0
Data Analyst,4.9,Pieces Technologies,"Dallas, TX",2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Analyst,3.1,Delmarva Foundation,"Easton, MD",1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),-1,0,Dallas, TX,62.0
Data Scientist,3.2835763622409817,GradTests (gradtests.com),unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,62.0
Data Scientist,3.2835763622409817,Credera Experienced Hiring Job Board,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,62.0
